problem,n,mode,method,start_id,f_final,success,num_iters,num_cg_iters,grad_norm,time,rate,n_plateu
chained_serpentine,1000,exact,tn,0,3.5324517385827827e-15,1,1638,46692,8.447219969774087e-07,118.67311490001157,0.4128209436867051,6
chained_serpentine,1000,exact,tn,1,7.484215630293324e-19,1,761,23448,1.2295574640331263e-08,58.41707560000941,0.5577009612161564,5
chained_serpentine,1000,exact,tn,2,2.5911164483077788e-20,1,1550,43355,2.28780576656945e-09,110.1760118000675,0.20598652209046758,11
chained_serpentine,1000,exact,tn,3,6.658826045922197e-18,1,1132,35026,3.6675371317498804e-08,88.53623900003731,0.23565046419946523,7
chained_serpentine,1000,exact,tn,4,3.1184657659518123e-30,1,1817,40815,2.5073840742053427e-14,108.91286939999554,0.09475203031844338,20
chained_serpentine,1000,exact,tn,5,4.950416286672884e-16,1,1150,31886,3.1622525077869067e-07,85.90913260006346,0.24105776974875695,7
